state,gender,median_home_val,avg_fam_income,avg_household_income,med_fam_income,median_household_income,hvp1,per_capita_income,pobc2,avggift,domain,target_d,med_fam_income_binned
IN,Female,496.0,378.0,337,373.0,345,0,12641.0,64,3,S2,5.0,Low
OR,Female,469.0,311.0,288,300.0,285,0,11456.0,57,9,S2,13.0,Low
AZ,F,560.0,317.0,274,202.0,191,0,10191.0,42,13,T2,11.0,Low
OK,Female,476.0,296.0,277,235.0,200,0,9379.0,76,11,R2,13.0,Low
CA,Female,1577.0,440.0,422,377.0,364,18,12819.0,56,6,S2,3.0,Moderate
AR,F,428.0,276.0,251,227.0,208,1,10201.0,76,10,R2,10.0,Low
IL,Male,1002.0,597.0,495,566.0,434,2,21023.0,54,21,C1,25.0,Moderate
FL,Male,736.0,351.0,291,288.0,235,0,14532.0,11,12,C2,12.0,Low
MN,Female,784.0,491.0,450,436.0,389,3,15497.0,84,5,T1,9.0,Moderate
CA,Female,2982.0,713.0,635,660.0,609,83,21687.0,54,7,U1,15.0,Moderate
AL,F,394.0,313.0,272,281.0,248,0,10581.0,81,5,R2,6.0,Low
PA,Female,2189.0,723.0,711,664.0,656,63,22182.0,61,15,S1,10.0,Moderate
Tennessee,Female,452.0,270.0,230,256.0,193,0,9283.0,79,5,T2,5.0,Low
TX,Female,281.0,193.0,173,158.0,138,0,5843.0,89,9,T3,20.0,Low
CO,Male,1175.0,599.0,565,568.0,517,8,18850.0,38,5,T1,25.0,Moderate
IN,F,413.0,372.0,320,324.0,283,0,12509.0,79,6,R2,6.0,Low
MO,Female,985.0,680.0,595,568.0,492,2,24807.0,60,6,S1,15.0,Moderate
MI,Female,320.0,324.0,282,310.0,226,0,10003.0,80,5,S3,10.0,Low
CA,Female,882.0,444.0,419,431.0,406,0,12842.0,69,6,S2,8.0,Moderate
AP,F,0.0,0.0,0,0.0,0,0,0.0,0,11,T2,20.0,Low
OR,Female,217.0,149.0,129,163.0,97,0,4914.0,40,3,U4,3.0,Low
IL,Female,1833.0,706.0,668,642.0,594,37,21653.0,46,17,S1,25.0,Moderate
NM,Female,952.0,482.0,467,478.0,474,3,17141.0,37,14,S1,16.0,Moderate
CO,Male,793.0,458.0,447,454.0,429,0,12976.0,66,6,S2,10.0,Moderate
CA,Male,3256.0,628.0,624,603.0,538,90,21944.0,43,14,S1,10.0,Moderate
CA,Male,2763.0,626.0,530,571.0,465,83,22975.0,49,20,S1,20.0,Moderate
CO,Female,952.0,461.0,423,432.0,358,1,16123.0,37,26,S1,10.0,Moderate
CA,Male,2158.0,651.0,604,617.0,576,62,20066.0,51,9,S1,12.0,Moderate
MI,Female,477.0,446.0,386,431.0,328,0,15065.0,75,15,U3,10.0,Moderate
CA,Female,2235.0,478.0,449,459.0,441,66,15262.0,55,5,S2,20.0,Moderate
AR,F,427.0,356.0,296,286.0,250,0,14425.0,77,7,T2,5.0,Low
IL,Male,2000.0,759.0,727,773.0,760,50,22531.0,72,35,S1,25.0,High
CA,F,728.0,286.0,214,241.0,180,0,11426.0,54,8,C2,10.0,Low
CA,Male,1345.0,437.0,407,436.0,372,2,17201.0,56,15,S2,15.0,Moderate
TX,Female,904.0,382.0,185,374.0,117,0,10892.0,46,13,S1,20.0,Low
OK,Female,428.0,347.0,315,306.0,267,0,11716.0,72,12,S1,20.0,Low
UT,Male,735.0,358.0,334,343.0,289,2,9048.0,86,50,R2,50.0,Low
MI,Female,921.0,534.0,512,466.0,451,7,17564.0,86,13,S2,15.0,Moderate
IL,Female,1349.0,488.0,465,428.0,411,10,18814.0,54,21,U1,15.0,Moderate
WI,Female,338.0,218.0,214,145.0,149,0,5317.0,62,9,U4,20.0,Low
MO,Female,2941.0,879.0,729,843.0,654,71,33387.0,47,13,S1,15.0,High
MN,Female,973.0,542.0,506,514.0,468,0,17726.0,61,11,C1,25.0,Moderate
CO,Male,779.0,328.0,318,258.0,260,3,16604.0,67,8,R2,11.0,Low
CA,Male,3514.0,795.0,763,728.0,691,98,28298.0,40,8,C3,11.0,Moderate
TX,Male,762.0,518.0,481,475.0,439,1,16107.0,67,9,T2,15.0,Moderate
TX,Male,591.0,377.0,333,339.0,292,0,12912.0,88,13,R2,17.0,Low
CA,Female,2166.0,559.0,471,515.0,427,68,15653.0,54,14,S2,10.0,Moderate
MI,Female,951.0,623.0,483,548.0,411,1,20137.0,68,12,0,15.0,Moderate
CA,Female,945.0,347.0,317,324.0,275,2,12089.0,65,13,R2,25.0,Low
CA,Female,1408.0,508.0,432,469.0,390,16,17886.0,59,3,S1,5.0,Moderate
LA,Male,554.0,316.0,288,281.0,241,0,9759.0,86,10,R2,20.0,Low
WI,F,789.0,472.0,465,427.0,415,0,16332.0,88,17,T2,20.0,Moderate
OR,Female,415.0,251.0,239,221.0,205,0,8605.0,49,5,T2,5.0,Low
TX,Male,818.0,485.0,451,453.0,385,0,18461.0,60,4,U2,5.0,Moderate
MI,Female,727.0,481.0,425,466.0,418,0,15227.0,85,14,S2,15.0,Moderate
CO,Female,1070.0,394.0,330,388.0,271,2,13186.0,36,13,T2,25.0,Moderate
FL,F,1342.0,607.0,551,543.0,472,7,23348.0,30,4,S1,5.0,Moderate
CA,Male,2278.0,508.0,462,424.0,370,66,18777.0,49,9,S1,14.0,Moderate
CA,Female,5811.0,1078.0,966,1179.0,1040,99,61440.0,47,16,C1,20.0,Very High
FL,Female,1145.0,561.0,536,516.0,498,14,21059.0,27,12,S1,21.0,Moderate
MI,Female,486.0,343.0,324,309.0,293,0,10516.0,89,8,R2,10.0,Low
AL,F,349.0,231.0,195,192.0,161,0,6934.0,95,14,C3,20.0,Low
Tennessee,Female,359.0,236.0,211,189.0,162,2,8321.0,61,8,C3,11.0,Low
FL,Female,756.0,354.0,333,321.0,305,0,12909.0,12,13,C2,10.0,Low
CA,Female,2443.0,580.0,506,502.0,423,72,21089.0,51,12,S1,15.0,Moderate
NM,Female,871.0,386.0,380,403.0,383,0,15366.0,37,13,S1,10.0,Moderate
TX,Female,280.0,233.0,208,213.0,164,0,4967.0,49,8,U4,7.0,Low
Tennessee,Female,186.0,130.0,119,91.0,77,0,4365.0,78,6,T3,8.0,Low
KS,Female,634.0,421.0,332,403.0,336,0,14507.0,68,3,S2,6.0,Moderate
CA,Male,1314.0,398.0,376,379.0,363,12,12406.0,60,17,R2,50.0,Moderate
MO,Male,695.0,439.0,395,482.0,350,4,12831.0,61,12,R2,5.0,Moderate
GA,Female,646.0,452.0,371,359.0,279,2,18434.0,83,7,T1,14.0,Low
CA,Male,2252.0,658.0,645,608.0,595,68,20460.0,57,15,T1,21.0,Moderate
OR,Male,597.0,280.0,252,239.0,214,8,10247.0,41,57,0,100.0,Low
NM,Female,657.0,332.0,308,290.0,264,1,11148.0,53,10,T2,15.0,Low
NM,Male,782.0,453.0,307,294.0,222,1,20867.0,30,13,C1,12.0,Low
CA,Female,3992.0,858.0,839,821.0,801,96,29156.0,46,10,C1,20.0,High
OR,Female,807.0,420.0,377,388.0,351,0,16532.0,51,9,C2,15.0,Moderate
CA,Female,1875.0,622.0,343,575.0,226,33,23383.0,22,6,U2,10.0,Moderate
Tennessee,F,486.0,393.0,346,273.0,247,2,15388.0,84,13,T2,15.0,Low
CA,Female,2841.0,512.0,476,460.0,426,87,15278.0,35,20,U1,20.0,Moderate
UT,Male,542.0,237.0,228,172.0,171,0,10735.0,41,4,C2,5.0,Low
NC,Male,694.0,343.0,296,291.0,251,7,12282.0,73,7,R2,5.0,Low
CA,F,2170.0,542.0,473,468.0,397,60,22655.0,30,10,T2,13.0,Moderate
CO,Female,755.0,335.0,230,233.0,163,4,15510.0,31,7,C3,7.0,Low
AR,F,662.0,377.0,337,347.0,292,1,12252.0,74,10,T2,10.0,Low
MI,Male,350.0,348.0,224,352.0,147,0,12182.0,77,15,T2,25.0,Low
Tennessee,Female,1318.0,652.0,466,524.0,388,26,27280.0,45,10,S1,13.0,Moderate
FL,Female,800.0,274.0,225,227.0,168,0,9970.0,26,7,C3,5.0,Low
MI,Female,1186.0,571.0,513,537.0,496,0,20563.0,67,7,S1,15.0,Moderate
IN,Female,1026.0,628.0,579,547.0,514,8,20949.0,57,5,S1,10.0,Moderate
MI,Male,821.0,500.0,474,417.0,403,1,15040.0,89,11,T2,25.0,Moderate
WA,Female,646.0,377.0,354,365.0,357,0,13882.0,60,12,U2,10.0,Low
NC,Male,510.0,401.0,303,413.0,261,1,10743.0,58,20,T2,50.0,Moderate
IL,Male,587.0,384.0,349,343.0,313,0,15084.0,62,5,C3,10.0,Low
NC,Female,595.0,381.0,330,346.0,289,0,13060.0,85,14,R2,10.0,Low
NE,Female,1010.0,618.0,611,554.0,547,8,18137.0,57,15,S1,15.0,Moderate
NC,Male,915.0,512.0,387,461.0,327,3,17723.0,64,10,C1,12.0,Moderate
IL,Male,868.0,397.0,382,382.0,357,0,13378.0,85,3,S2,3.0,Moderate
MO,Male,472.0,225.0,203,167.0,157,1,8974.0,62,6,R2,5.0,Low
CA,Female,3514.0,795.0,763,728.0,691,98,28298.0,40,7,C3,7.0,Moderate
Tennessee,Male,504.0,396.0,372,363.0,338,0,16375.0,60,10,T2,10.0,Low
FL,Female,1098.0,544.0,428,455.0,342,3,23740.0,20,3,S1,2.0,Moderate
NE,Female,396.0,319.0,288,290.0,259,0,10244.0,45,9,R2,14.0,Low
CA,Male,1733.0,442.0,412,441.0,410,40,13449.0,53,8,T2,10.0,Moderate
IL,Female,363.0,297.0,302,244.0,242,0,11607.0,69,23,T3,30.0,Low
NC,Female,444.0,357.0,322,282.0,265,1,12189.0,89,25,R3,30.0,Low
FL,Male,1165.0,410.0,410,363.0,373,9,15522.0,38,20,C2,20.0,Low
MI,Female,640.0,424.0,372,391.0,319,0,16559.0,80,25,S2,50.0,Moderate
CA,Male,3994.0,734.0,609,627.0,522,99,24150.0,32,7,C1,6.0,Moderate
SC,Female,381.0,381.0,319,354.0,284,4,11085.0,81,10,T2,16.0,Low
SD,Female,432.0,364.0,323,319.0,311,0,11095.0,78,10,T2,10.0,Low
MN,Female,570.0,360.0,325,314.0,280,2,11330.0,82,5,R2,3.0,Low
CA,Female,1099.0,404.0,391,363.0,366,3,13229.0,57,4,T2,5.0,Low
MS,Female,444.0,235.0,218,143.0,136,2,11820.0,95,20,C3,25.0,Low
MI,Male,1076.0,535.0,425,552.0,438,2,17353.0,69,17,S1,20.0,Moderate
CA,Male,5164.0,842.0,782,715.0,650,97,50548.0,41,8,S1,10.0,Moderate
FL,Female,655.0,331.0,311,264.0,236,1,11094.0,17,6,0,11.0,Low
CA,Male,2182.0,569.0,559,561.0,555,67,17516.0,57,19,S2,25.0,Moderate
OR,F,584.0,386.0,346,332.0,262,0,13898.0,52,7,R2,5.0,Low
IL,Female,854.0,580.0,498,478.0,452,2,20510.0,73,8,C1,15.0,Moderate
MO,Female,297.0,196.0,178,175.0,146,0,8352.0,61,9,R3,11.0,Low
IA,Female,688.0,510.0,437,484.0,408,1,17000.0,64,33,T1,75.0,Moderate
MI,Male,380.0,394.0,340,355.0,329,0,12349.0,77,26,U3,100.0,Low
AZ,F,547.0,306.0,283,292.0,251,0,10393.0,44,17,S2,20.0,Low
WI,Male,336.0,357.0,326,316.0,301,0,10835.0,74,8,C3,10.0,Low
VT,Male,876.0,353.0,325,297.0,281,2,11807.0,39,3,0,4.0,Low
IL,Female,470.0,330.0,296,297.0,263,0,10776.0,68,17,T2,25.0,Low
MO,Male,397.0,284.0,246,244.0,203,0,9609.0,79,15,R3,15.0,Low
WA,F,1222.0,487.0,472,492.0,423,13,19730.0,25,6,S2,20.0,Moderate
WA,Male,1489.0,477.0,481,397.0,413,14,16434.0,66,25,S1,25.0,Moderate
OR,Male,454.0,448.0,359,313.0,283,0,14140.0,57,11,S2,15.0,Low
FL,Female,469.0,302.0,218,200.0,133,0,10321.0,27,6,U4,15.0,Low
CA,Female,3261.0,523.0,482,430.0,364,94,19895.0,69,8,U1,20.0,Moderate
CO,Female,1113.0,493.0,428,505.0,393,2,18227.0,28,12,T1,15.0,Moderate
CA,Female,1254.0,438.0,455,411.0,420,1,15376.0,60,4,U2,7.0,Moderate
MO,Female,397.0,284.0,246,244.0,203,0,9609.0,79,8,R3,10.0,Low
SD,Male,595.0,389.0,368,347.0,332,0,18324.0,63,7,C2,10.0,Low
IL,Female,521.0,292.0,260,243.0,216,0,9845.0,80,5,U4,5.0,Low
CA,Female,4093.0,776.0,685,697.0,585,92,32301.0,44,15,U1,15.0,Moderate
FL,Female,686.0,253.0,226,182.0,169,3,9678.0,36,7,R2,5.0,Low
SD,Male,284.0,309.0,274,271.0,222,0,9798.0,64,9,0,10.0,Low
CO,F,591.0,292.0,249,246.0,211,0,10661.0,62,2,C3,3.0,Low
FL,Female,822.0,488.0,420,354.0,318,13,17908.0,32,9,C2,15.0,Low
TX,Female,365.0,251.0,215,218.0,147,0,6802.0,86,5,U4,6.0,Low
MN,Female,833.0,416.0,396,414.0,381,0,13716.0,78,9,S2,25.0,Moderate
MN,Male,634.0,320.0,296,271.0,251,0,10092.0,82,5,U3,10.0,Low
MO,Female,1182.0,453.0,386,430.0,359,2,18266.0,43,19,T1,25.0,Moderate
MS,Male,336.0,251.0,229,222.0,196,0,8008.0,87,8,R3,10.0,Low
IN,Male,450.0,372.0,357,344.0,330,0,13149.0,68,10,S3,13.0,Low
TX,Female,417.0,253.0,217,208.0,185,0,10294.0,77,14,R2,20.0,Low
CA,Male,1943.0,523.0,439,444.0,426,45,16702.0,48,10,U2,38.0,Moderate
CA,F,3692.0,864.0,827,826.0,783,97,32609.0,38,7,S2,12.0,High
CA,Female,1033.0,267.0,260,256.0,246,1,11090.0,50,12,U3,10.0,Low
MO,Female,720.0,386.0,341,390.0,335,1,13406.0,75,4,R2,10.0,Moderate
CA,Female,1537.0,544.0,528,509.0,495,19,17689.0,58,8,S1,20.0,Moderate
MN,Female,435.0,265.0,225,232.0,181,0,9026.0,76,8,R2,5.0,Low
TX,Male,1362.0,724.0,714,754.0,724,1,23403.0,28,6,C1,10.0,High
CA,Female,1568.0,451.0,375,406.0,328,15,17761.0,49,10,S2,15.0,Moderate
Tennessee,Male,309.0,217.0,191,174.0,147,0,6852.0,85,4,R2,5.0,Low
CA,Female,5975.0,1331.0,1311,1500.0,1500,99,90600.0,36,22,S1,25.0,Very High
AL,Female,738.0,438.0,387,379.0,332,2,16613.0,67,11,T2,15.0,Moderate
FL,Female,1631.0,831.0,820,649.0,682,25,26585.0,25,10,S1,3.0,Moderate
TX,Male,1217.0,692.0,655,654.0,620,0,23408.0,37,4,U1,5.0,Moderate
IA,Male,600.0,399.0,376,417.0,379,0,13988.0,74,6,C2,10.0,Moderate
CA,Female,1936.0,409.0,407,360.0,353,44,9361.0,43,10,U2,15.0,Low
CA,Female,1215.0,373.0,352,319.0,296,9,12319.0,56,22,C2,35.0,Low
CA,F,1375.0,203.0,125,279.0,92,0,12453.0,39,14,U4,25.0,Low
IL,Female,293.0,270.0,258,228.0,219,0,10914.0,92,6,T3,10.0,Low
WA,Female,1053.0,366.0,319,343.0,298,2,17021.0,37,10,S2,10.0,Low
SC,Female,596.0,344.0,343,296.0,301,0,10405.0,53,11,T2,11.0,Low
AK,F,1594.0,663.0,330,526.0,215,7,34426.0,26,25,T3,20.0,Moderate
MT,Female,466.0,307.0,280,280.0,244,0,10532.0,57,13,R2,35.0,Low
MN,Male,866.0,573.0,483,423.0,375,4,24617.0,64,14,S1,15.0,Moderate
MO,Female,734.0,481.0,452,470.0,419,0,16029.0,71,11,S2,15.0,Moderate
NV,Female,997.0,422.0,416,420.0,416,0,14118.0,19,11,S2,13.0,Moderate
WA,Male,683.0,341.0,245,278.0,199,1,13282.0,40,9,C2,10.0,Low
FL,Female,1226.0,464.0,410,416.0,354,10,21501.0,4,4,C2,5.0,Moderate
AL,F,511.0,351.0,312,327.0,288,1,11357.0,85,25,T2,25.0,Low
IL,Female,820.0,595.0,555,476.0,454,6,24703.0,67,9,C1,12.0,Moderate
CO,Male,1209.0,557.0,524,496.0,471,7,18220.0,24,12,T2,15.0,Moderate
OK,F,440.0,320.0,278,254.0,215,4,12060.0,59,3,R2,4.0,Low
WA,Male,940.0,471.0,404,408.0,335,6,17478.0,50,16,S1,20.0,Moderate
IA,Male,363.0,390.0,360,269.0,250,0,13053.0,89,5,R2,8.0,Low
IL,Male,1493.0,475.0,416,399.0,346,12,16740.0,67,10,U2,13.0,Moderate
AZ,Male,881.0,403.0,348,379.0,305,0,15128.0,28,13,S1,15.0,Moderate
CA,Female,1310.0,399.0,411,316.0,327,5,11859.0,50,20,U3,25.0,Low
CA,Female,2959.0,536.0,500,434.0,404,76,19718.0,31,9,S2,10.0,Moderate
NC,Female,639.0,333.0,289,269.0,228,2,12224.0,77,3,T3,5.0,Low
TX,Male,379.0,278.0,230,236.0,179,0,8879.0,79,10,T2,12.0,Low
CA,Male,2776.0,717.0,715,667.0,651,94,19603.0,40,12,S1,14.0,Moderate
WA,Male,1113.0,271.0,252,213.0,206,7,11015.0,64,20,T2,20.0,Low
TX,Female,583.0,262.0,253,220.0,224,11,11542.0,44,11,C1,25.0,Low
GA,Female,3306.0,1065.0,1060,1109.0,1090,96,34893.0,29,15,S1,21.0,High
GA,Female,724.0,465.0,424,443.0,380,0,19961.0,62,10,C1,10.0,Moderate
FL,Male,680.0,421.0,328,277.0,181,5,19962.0,42,6,R2,10.0,Low
FL,Female,1314.0,493.0,413,453.0,339,17,19845.0,20,11,S2,13.0,Moderate
CO,Male,684.0,251.0,225,218.0,190,0,11141.0,41,12,C3,15.0,Low
NC,Female,499.0,324.0,291,289.0,260,0,10632.0,89,9,T2,11.0,Low
CA,Female,724.0,277.0,226,213.0,158,4,11223.0,38,5,T2,5.0,Low
CA,Male,3207.0,754.0,708,763.0,705,92,26498.0,43,16,T1,10.0,High
WA,Female,659.0,347.0,309,303.0,272,0,11918.0,56,5,S2,5.0,Low
NC,Female,654.0,362.0,333,377.0,350,0,11564.0,83,4,T2,8.0,Moderate
MI,Female,549.0,430.0,385,414.0,367,0,12991.0,91,5,T2,5.0,Moderate
GA,Female,1094.0,604.0,531,502.0,412,27,23020.0,56,7,T1,10.0,Moderate
CA,Male,3431.0,664.0,610,626.0,549,86,20683.0,51,9,S1,15.0,Moderate
CA,Female,2339.0,454.0,442,416.0,416,75,14849.0,47,12,U2,25.0,Moderate
UT,F,684.0,420.0,397,359.0,345,2,9317.0,74,5,T2,5.0,Low
CA,F,1949.0,374.0,384,334.0,288,44,16663.0,30,36,0,100.0,Low
CA,Female,3247.0,732.0,722,666.0,653,94,24693.0,63,11,S1,15.0,Moderate
AZ,F,850.0,347.0,292,311.0,270,2,14275.0,30,15,S2,15.0,Low
Tennessee,Female,524.0,300.0,271,279.0,244,0,10213.0,75,11,R2,22.0,Low
IN,Male,588.0,387.0,360,353.0,284,0,12127.0,84,9,R2,11.0,Low
TX,Female,956.0,516.0,476,469.0,422,5,17136.0,72,9,T2,14.0,Moderate
KY,Male,1368.0,779.0,759,741.0,723,4,27195.0,58,9,S1,15.0,Moderate
AZ,F,830.0,296.0,278,260.0,250,18,10544.0,12,52,T3,50.0,Low
GA,Male,896.0,569.0,505,512.0,441,5,17474.0,74,9,T1,35.0,Moderate
TX,Female,380.0,349.0,325,293.0,277,0,10379.0,84,9,S3,10.0,Low
IL,Female,302.0,304.0,245,283.0,202,0,9358.0,76,7,R3,7.0,Low
CO,Female,467.0,269.0,237,231.0,189,0,9668.0,44,7,R2,11.0,Low
CA,Female,2145.0,554.0,522,492.0,474,56,18340.0,55,11,T1,15.0,Moderate
MI,Female,404.0,257.0,231,212.0,180,0,8761.0,85,8,R3,10.0,Low
CA,Male,2429.0,456.0,375,413.0,315,81,18050.0,50,8,S1,12.0,Moderate
TX,Female,2650.0,987.0,870,965.0,853,66,41814.0,38,13,S1,20.0,High
IA,Female,595.0,560.0,437,436.0,362,1,18202.0,70,7,T1,15.0,Moderate
FL,Male,902.0,508.0,481,465.0,435,0,16699.0,32,10,S1,21.0,Moderate
AZ,Male,684.0,271.0,247,222.0,196,2,10133.0,13,12,R2,20.0,Low
KY,Female,240.0,191.0,153,156.0,99,0,6133.0,92,3,R3,4.0,Low
FL,Female,1305.0,705.0,605,650.0,511,14,35196.0,33,7,C1,10.0,Moderate
MI,Female,0.0,0.0,0,0.0,0,0,0.0,0,8,U4,10.0,Low
WI,Female,1117.0,500.0,467,478.0,448,5,17807.0,63,12,T2,15.0,Moderate
FL,Female,1701.0,615.0,486,493.0,355,39,25527.0,30,10,S1,11.0,Moderate
FL,Female,834.0,379.0,369,368.0,343,0,16348.0,26,14,S2,15.0,Low
CO,Female,881.0,469.0,428,412.0,363,3,15179.0,29,9,S3,15.0,Moderate
CA,Female,1553.0,318.0,295,238.0,215,16,8322.0,34,5,U4,6.0,Low
FL,Female,705.0,300.0,251,241.0,204,6,12915.0,11,15,C2,15.0,Low
TX,Male,529.0,473.0,434,431.0,413,0,13711.0,77,4,C2,5.0,Moderate
AZ,F,838.0,543.0,465,469.0,371,0,16220.0,25,13,S2,20.0,Moderate
IL,Male,720.0,487.0,452,448.0,420,2,15469.0,84,7,T2,10.0,Moderate
SC,Male,777.0,563.0,353,424.0,297,4,24342.0,43,13,S1,15.0,Moderate
CA,Female,5000.0,766.0,612,643.0,462,99,39964.0,25,15,U1,17.0,Moderate
KS,Female,271.0,289.0,242,236.0,202,0,9865.0,61,9,R3,13.0,Low
KS,Female,172.0,278.0,229,252.0,187,0,9821.0,84,4,R3,4.0,Low
CA,Female,4705.0,930.0,904,858.0,839,98,41201.0,47,9,C1,12.0,High
CO,Male,589.0,298.0,266,239.0,200,1,11309.0,50,6,R2,10.0,Low
CA,Male,1823.0,412.0,344,366.0,271,39,15867.0,41,20,U1,45.0,Low
IL,Male,1003.0,464.0,481,484.0,483,3,14992.0,64,6,S2,6.0,Moderate
CA,Female,2600.0,503.0,424,435.0,345,85,18743.0,49,11,U1,16.0,Moderate
CA,Male,3451.0,691.0,645,636.0,599,96,22424.0,54,15,T1,20.0,Moderate
GA,Male,621.0,387.0,315,374.0,254,1,13234.0,82,9,T2,18.0,Low
SD,Male,365.0,340.0,287,309.0,255,0,11180.0,77,6,R2,3.0,Low
TX,Female,1861.0,641.0,529,507.0,349,40,25565.0,50,16,S2,25.0,Moderate
CO,Male,678.0,347.0,303,292.0,261,1,11625.0,44,13,T2,40.0,Low
GA,Male,710.0,298.0,260,242.0,198,5,11679.0,63,6,R2,11.0,Low
TX,Female,1287.0,632.0,604,553.0,534,11,31394.0,64,17,T1,15.0,Moderate
CA,Female,1525.0,551.0,522,483.0,466,17,17484.0,65,9,T1,14.0,Moderate
FL,Female,829.0,299.0,270,244.0,226,0,10281.0,14,6,U3,10.0,Low
CA,Female,2574.0,348.0,338,308.0,305,82,11908.0,48,13,S1,25.0,Low
WA,Male,879.0,445.0,445,422.0,422,3,13128.0,50,8,R2,12.0,Moderate
CA,Male,3950.0,634.0,517,505.0,414,96,24339.0,43,8,S1,10.0,Moderate
CA,Male,838.0,304.0,251,221.0,174,4,11984.0,44,11,R2,10.0,Low
CA,Male,4764.0,844.0,829,791.0,784,96,33464.0,53,20,S1,20.0,High
MO,Female,1162.0,612.0,571,560.0,529,7,18860.0,60,10,C1,20.0,Moderate
WY,Male,828.0,463.0,419,426.0,409,2,14309.0,43,11,C1,15.0,Moderate
WA,F,1338.0,460.0,419,449.0,418,1,15772.0,44,9,S2,11.0,Moderate
LA,Male,944.0,571.0,559,459.0,413,12,22847.0,75,8,C1,10.0,Moderate
LA,Male,1060.0,655.0,637,572.0,559,1,21036.0,62,7,T1,10.0,Moderate
SC,Male,482.0,326.0,286,305.0,273,0,10431.0,80,10,R2,16.0,Low
CA,Female,2051.0,453.0,454,416.0,417,54,12747.0,58,23,S2,12.0,Moderate
CA,Male,1264.0,457.0,424,427.0,403,15,12093.0,60,25,R2,25.0,Moderate
CA,Female,1714.0,537.0,501,467.0,411,10,18267.0,53,10,S2,20.0,Moderate
CA,Female,1502.0,413.0,389,352.0,317,4,16754.0,47,11,S2,2.0,Low
MI,Male,450.0,373.0,329,361.0,292,0,12203.0,93,9,S2,13.0,Low
AZ,Male,1074.0,516.0,510,472.0,469,11,18042.0,34,6,T1,8.0,Moderate
CA,Female,3992.0,858.0,839,821.0,801,96,29156.0,46,6,C1,20.0,High
MS,Male,429.0,288.0,243,257.0,201,0,9672.0,86,7,R2,16.0,Low
NE,Female,493.0,321.0,238,297.0,215,0,9071.0,74,5,T2,5.0,Low
CO,Male,814.0,472.0,421,430.0,343,2,17392.0,50,4,T1,10.0,Moderate
SC,Female,832.0,356.0,312,289.0,253,13,13519.0,34,12,T2,40.0,Low
MT,Male,350.0,260.0,221,203.0,163,0,8402.0,76,12,R2,20.0,Low
OK,Male,260.0,253.0,226,176.0,159,0,9167.0,65,5,T3,5.0,Low
OR,Female,749.0,412.0,378,339.0,316,0,15051.0,56,16,S2,20.0,Low
GA,Male,4220.0,1114.0,954,1311.0,982,94,68148.0,40,12,S1,19.0,Very High
MI,Female,330.0,235.0,234,179.0,179,0,8746.0,59,10,C3,11.0,Low
MN,Male,882.0,484.0,431,430.0,380,1,18642.0,78,11,0,11.0,Moderate
NV,Male,2030.0,588.0,531,515.0,458,51,22685.0,22,5,T1,5.0,Moderate
WA,F,383.0,228.0,227,190.0,178,0,7456.0,72,23,R2,50.0,Low
TX,Male,441.0,327.0,319,320.0,318,0,13514.0,75,8,C2,8.0,Low
Tennessee,Female,625.0,413.0,395,379.0,375,0,14065.0,66,12,S2,20.0,Moderate
GA,Male,1602.0,565.0,429,477.0,309,24,19258.0,33,7,S1,15.0,Moderate
IL,Female,1079.0,536.0,502,452.0,441,3,19972.0,72,13,S1,20.0,Moderate
NC,Female,543.0,354.0,300,314.0,253,1,12614.0,83,7,T2,8.0,Low
WA,Male,1464.0,544.0,513,474.0,480,19,18525.0,55,7,T1,10.0,Moderate
CA,Male,981.0,415.0,396,383.0,379,8,13631.0,69,6,T2,9.0,Moderate
IL,F,879.0,493.0,463,485.0,464,0,15730.0,36,9,C1,16.0,Moderate
OK,Female,683.0,484.0,422,436.0,371,2,17476.0,59,6,T1,5.0,Moderate
IL,Female,1897.0,664.0,476,519.0,406,44,26951.0,67,15,U1,15.0,Moderate
TX,Female,1020.0,608.0,586,544.0,523,1,19432.0,50,21,T1,35.0,Moderate
CA,Male,2221.0,570.0,569,562.0,540,73,16639.0,44,8,C1,10.0,Moderate
NM,Male,659.0,326.0,303,280.0,240,0,11242.0,63,9,T2,15.0,Low
MI,Male,429.0,316.0,239,282.0,179,0,11722.0,93,16,R3,37.0,Low
IL,Male,900.0,1093.0,643,1151.0,437,0,64360.0,42,20,U1,20.0,Very High
CA,Female,2225.0,674.0,662,632.0,625,70,24493.0,55,10,S1,15.0,Moderate
IL,Female,540.0,399.0,361,332.0,310,0,11230.0,58,5,U3,11.0,Low
ID,Male,274.0,232.0,203,186.0,170,0,9658.0,50,15,R3,10.0,Low
MI,Female,638.0,437.0,418,418.0,402,0,13264.0,91,4,R2,4.0,Moderate
MI,Female,157.0,213.0,185,150.0,107,0,5912.0,70,13,U4,15.0,Low
IN,Male,342.0,322.0,277,291.0,243,0,10488.0,87,11,R2,10.0,Low
NV,Male,714.0,343.0,333,311.0,299,0,12239.0,23,12,C3,6.0,Low
WA,Male,814.0,529.0,509,484.0,470,4,17455.0,58,16,T1,25.0,Moderate
TX,Female,652.0,491.0,467,458.0,427,0,15375.0,54,14,S2,20.0,Moderate
WA,Male,394.0,420.0,349,367.0,321,1,15348.0,66,3,R2,5.0,Low
SC,F,416.0,247.0,228,215.0,191,0,7564.0,79,7,R2,8.0,Low
NV,Female,984.0,413.0,375,357.0,330,5,13871.0,19,9,R2,8.0,Low
